,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
715,2202307,Canto do Buriti,22,PI,457.1845679012345,534.0159292035395,488.211504424779,492.1407407407407,460.05899705014747
716,2202406,Capitão de Campos,22,PI,463.6390243902442,524.3727440147329,481.23572744014734,489.3947467166976,443.35174953959483
717,2202455,Capitão Gervásio Oliveira,22,PI,444.6794117647058,526.2470588235293,487.5499999999999,493.20882352941163,423.52941176470586
718,2202505,Caracol,22,PI,454.8982142857143,516.0078260869565,480.57478260869544,488.41607142857134,415.1304347826087
719,2202539,Caraúbas do Piauí,22,PI,467.0846153846154,534.1582089552237,475.67910447761204,487.53692307692296,439.7014925373134
720,2202554,Caridade do Piauí,22,PI,451.9046875000001,520.2276923076922,474.7615384615386,481.12500000000006,438.46153846153845
721,2202604,Castelo do Piauí,22,PI,473.2683582089552,546.1617816091955,503.09712643678114,505.2537313432835,477.9310344827586
722,2202653,Caxingó,22,PI,456.69433962264145,509.5591304347828,473.98260869565223,483.52075471698106,443.4782608695652
723,2202703,Cocal,22,PI,475.1187499999998,547.6879227053136,501.7917874396135,505.7014999999997,475.3623188405797
724,2202711,Cocal de Telha,22,PI,462.13742331288313,551.9505882352942,504.0352941176471,495.1030674846626,478.47058823529414
725,2202729,Cocal dos Alves,22,PI,510.36811594202914,579.0652482269502,528.040425531915,586.6137681159419,540.5673758865248
726,2202737,Coivaras,22,PI,442.73374999999976,504.80375000000015,461.89750000000004,482.19750000000005,391.75
727,2202752,Colônia do Gurguéia,22,PI,461.6309090909093,525.8755813953488,483.1523255813954,483.1133333333337,450.1162790697674
728,2202778,Colônia do Piauí,22,PI,450.2399014778327,509.4331730769227,468.364423076923,477.3226600985221,424.90384615384613
729,2202802,Conceição do Canindé,22,PI,445.7356435643564,497.68715596330287,464.7073394495413,468.6623762376238,384.0366972477064
730,2202851,Coronel José Dias,22,PI,449.29999999999984,535.0133333333333,478.1311111111109,483.8837209302326,435.55555555555554
731,2202901,Corrente,22,PI,455.1747180451125,511.80904159132035,468.39141048824575,472.4887218045108,427.5587703435805
732,2203008,Cristalândia do Piauí,22,PI,448.2169230769231,517.8567164179104,477.1813432835823,474.5284615384614,436.86567164179104
733,2203107,Cristino Castro,22,PI,462.9976653696497,531.3435114503818,488.53587786259527,480.6840466926069,459.7709923664122
734,2203206,Curimatá,22,PI,459.8068292682925,523.843396226415,484.92924528301853,498.50634146341457,423.9622641509434
735,2203230,Currais,22,PI,451.132558139535,519.8893617021278,457.42978723404246,479.01162790697674,392.3404255319149
736,2203255,Curralinhos,22,PI,449.15,527.6234042553192,478.2276595744682,474.1,419.1489361702128
737,2203271,Curral Novo do Piauí,22,PI,455.95,505.39545454545447,484.86818181818177,510.33000000000004,459.09090909090907
738,2203305,Demerval Lobão,22,PI,466.70285714285757,533.6410614525141,492.9150837988826,505.311142857143,451.50837988826817
739,2203354,Dirceu Arcoverde,22,PI,464.25940594059404,510.7650485436894,473.7165048543689,489.36732673267335,426.79611650485435
740,2203404,Dom Expedito Lopes,22,PI,468.1428571428569,538.0612765957449,488.0612765957449,502.25411255411274,473.02127659574467
741,2203420,Domingos Mourão,22,PI,465.9130952380952,530.9476744186046,499.4593023255814,507.11428571428553,466.51162790697674
742,2203453,Dom Inocêncio,22,PI,451.12884615384615,501.3072727272727,456.5509090909092,492.5749999999999,417.09090909090907
743,2203503,Elesbão Veloso,22,PI,458.04808743169394,524.4595744680852,472.5101063829787,495.8245901639345,431.70212765957444
744,2203602,Eliseu Martins,22,PI,457.57319587628865,523.7000000000002,478.0290000000001,493.1525773195878,437.4
745,2203701,Esperantina,22,PI,462.91761006289283,536.3898959881129,492.62808320950995,493.3161949685533,440.62407132243686
746,2203750,Fartura do Piauí,22,PI,463.421052631579,527.8362068965517,466.88275862068946,483.29122807017535,401.37931034482756
747,2203800,Flores do Piauí,22,PI,453.0163265306121,520.7725490196079,487.96470588235286,464.8877551020409,436.47058823529414
748,2203859,Floresta do Piauí,22,PI,451.7099999999999,523.4214285714282,484.97571428571445,495.39857142857153,439.42857142857144
749,2203909,Floriano,22,PI,471.0995260663502,539.8311926605505,497.8307912844036,500.68264218009466,468.5607798165138
750,2204006,Francinópolis,22,PI,448.2153061224488,505.47821782178227,471.10495049504954,481.0806122448979,434.25742574257424
751,2204105,Francisco Ayres,22,PI,448.66788990825705,512.7201754385966,471.8526315789473,479.2412844036695,424.56140350877195
752,2204154,Francisco Macedo,22,PI,451.48684210526307,516.6210526315789,493.34736842105275,482.60789473684196,432.63157894736844
753,2204204,Francisco Santos,22,PI,477.87156862745104,558.6668269230769,507.508173076923,537.9808823529413,491.4423076923077
754,2204303,Fronteiras,22,PI,471.98522727272706,539.0809523809527,501.28042328042307,512.1943181818181,494.81481481481484
755,2204352,Geminiano,22,PI,467.5907142857143,537.1868055555553,495.8215277777778,495.15214285714296,489.72222222222223
756,2204402,Gilbués,22,PI,456.9240875912409,510.4549295774645,479.5802816901407,453.7131386861315,424.22535211267603
757,2204501,Guadalupe,22,PI,464.38579545454564,529.2922222222219,491.5505555555558,499.5642045454544,464.44444444444446
758,2204550,Guaribas,22,PI,446.00238095238103,507.33953488372083,476.85348837209295,463.802380952381,405.5813953488372
759,2204600,Hugo Napoleão,22,PI,451.5369565217392,525.322340425532,483.3255319148936,479.3086956521741,425.531914893617
760,2204659,Ilha Grande,22,PI,460.25538461538497,534.2761904761909,487.68571428571386,494.081846153846,436.3095238095238
761,2204709,Inhuma,22,PI,467.33206106870205,531.039847715736,494.6210659898476,497.9529262086515,470.1015228426396
762,2204808,Ipiranga do Piauí,22,PI,483.50336134453784,533.8266666666667,491.4479166666668,506.8525210084034,490.3333333333333
763,2204907,Isaías Coelho,22,PI,449.06896551724145,535.5577777777779,469.43777777777774,474.65287356321824,431.3333333333333
764,2205003,Itainópolis,22,PI,456.8706976744184,524.3900900900903,482.43243243243245,491.1306976744187,449.54954954954957
765,2205102,Itaueira,22,PI,468.00492610837426,527.3966507177034,479.4818181818183,490.64729064039426,463.92344497607655
766,2205151,Jacobina do Piauí,22,PI,452.7990990990992,503.7654867256637,463.08495575221247,490.01351351351343,433.98230088495575
767,2205201,Jaicós,22,PI,458.0572815533983,531.9794303797465,488.82151898734213,498.1805825242721,460.0632911392405
768,2205250,Jardim do Mulato,22,PI,459.2388235294118,517.2611764705881,476.3741176470586,486.7529411764707,432.2352941176471
769,2205276,Jatobá do Piauí,22,PI,448.96857142857135,539.2723404255321,483.96950354609936,480.40928571428555,444.6808510638298
770,2205300,Jerumenha,22,PI,457.3373493975903,520.9134831460674,482.3887640449439,470.5325301204818,424.9438202247191
771,2205359,João Costa,22,PI,435.07500000000005,513.5192307692307,456.9461538461538,463.8541666666667,380.7692307692308
772,2205409,Joaquim Pires,22,PI,456.81695652173914,526.4106837606839,481.57478632478643,480.77000000000004,438.37606837606836
773,2205458,Joca Marques,22,PI,454.84848484848465,533.9397058823532,475.5926470588234,497.2363636363636,440.5882352941176
774,2205508,José de Freitas,22,PI,459.4889987639061,528.629847238543,487.8178613396,490.42101359703287,449.2361927144536
775,2205516,Juazeiro do Piauí,22,PI,454.0297029702971,531.0619047619048,492.6561904761905,493.149504950495,441.5238095238095
776,2205524,Júlio Borges,22,PI,459.18450704225353,511.71250000000015,469.32777777777767,479.72394366197176,411.6666666666667
777,2205532,Jurema,22,PI,468.85774647887314,510.2454545454544,465.3883116883118,492.61549295774665,386.23376623376623
778,2205540,Lagoinha do Piauí,22,PI,466.68153846153837,534.1102941176472,493.79117647058825,486.0984615384615,422.94117647058823
779,2205557,Lagoa Alegre,22,PI,458.014117647059,537.8635838150286,486.19768786127173,489.54647058823554,495.02890173410407
780,2205565,Lagoa do Barro do Piauí,22,PI,453.6033898305085,480.99999999999994,440.5666666666666,473.8830508474576,403.030303030303
781,2205573,Lagoa de São Francisco,22,PI,462.6606060606063,538.3082089552241,493.3753731343282,490.5439393939392,489.4029850746269
782,2205581,Lagoa do Piauí,22,PI,460.8013513513512,519.2679487179488,481.48205128205115,468.0783783783783,444.87179487179486
783,2205599,Lagoa do Sítio,22,PI,459.313157894737,516.6576923076924,478.7,469.68815789473666,438.97435897435895
784,2205607,Landri Sales,22,PI,471.38461538461536,514.9583333333335,478.017857142857,485.5538461538462,445.7142857142857
785,2205706,Luís Correia,22,PI,458.26204379562057,528.8573192239862,492.4093474426807,490.02189781021855,486.0670194003527
786,2205805,Luzilândia,22,PI,457.95129740518956,527.4285436893203,486.82737864077683,492.7353293413172,460.15533980582524
787,2205854,Madeiro,22,PI,446.06210526315766,519.0652631578948,465.82631578947377,479.2294736842108,422.94736842105266
788,2205904,Manoel Emídio,22,PI,454.3761194029851,520.350735294118,478.0514705882353,478.5626865671642,456.47058823529414
789,2205953,Marcolândia,22,PI,460.46330275229343,529.5362831858405,484.08230088495606,498.5293577981651,470.08849557522126
790,2206001,Marcos Parente,22,PI,458.0123711340206,519.411224489796,484.31632653061223,501.52268041237124,442.6530612244898
791,2206050,Massapê do Piauí,22,PI,459.8878378378377,528.4328947368422,472.9921052631581,483.1675675675676,428.42105263157896
792,2206100,Matias Olímpio,22,PI,444.6428571428572,515.8073394495412,476.46788990825667,491.534285714286,409.35779816513764
793,2206209,Miguel Alves,22,PI,461.2791366906474,524.8993174061435,488.62354948805444,483.0172661870501,442.5255972696246
794,2206308,Miguel Leão,22,PI,443.4,515.4933333333333,466.7,477.75333333333333,361.3333333333333
795,2206357,Milton Brandão,22,PI,461.08906249999995,550.5584615384615,486.91538461538465,492.2109375,471.38461538461536
796,2206407,Monsenhor Gil,22,PI,456.6371308016877,529.1860655737703,485.59221311475414,489.35569620253153,456.2295081967213
797,2206506,Monsenhor Hipólito,22,PI,471.6877358490567,549.3314814814818,495.474074074074,508.58962264150966,492.31481481481484
798,2206605,Monte Alegre do Piauí,22,PI,445.35597826086973,497.0425531914894,454.75053191489343,462.8304347826086,387.1276595744681
799,2206654,Morro Cabeça no Tempo,22,PI,454.28333333333336,485.3894736842103,452.39210526315793,457.59166666666664,385.2631578947368
800,2206670,Morro do Chapéu do Piauí,22,PI,455.20813953488374,540.1942528735631,500.5183908045976,488.90232558139525,472.41379310344826
801,2206696,Murici dos Portelas,22,PI,455.5444444444445,516.337837837838,473.5351351351349,462.3638888888888,450.81081081081084
802,2206704,Nazaré do Piauí,22,PI,448.4042553191491,507.2720164609055,465.88477366255154,483.02425531914895,414.6502057613169
803,2206720,Nazária,22,PI,468.027619047619,536.890825688073,484.6192660550458,499.8514285714288,433.0275229357798
804,2206753,Nossa Senhora de Nazaré,22,PI,451.818881118881,525.546527777778,472.4298611111109,482.35524475524466,438.3333333333333
805,2206803,Nossa Senhora dos Remédios,22,PI,450.1364963503648,516.3165467625901,476.0971223021581,482.71167883211666,422.158273381295
806,2206902,Novo Oriente do Piauí,22,PI,457.60519480519497,533.1597402597399,486.65844155844144,493.64155844155835,431.94805194805195
807,2206951,Novo Santo Antônio,22,PI,452.00200000000007,529.8352941176472,473.33921568627466,501.11199999999997,459.6078431372549
808,2207009,Oeiras,22,PI,464.6931497175133,533.8237113402064,491.6794501718209,502.14795197740045,482.17182130584195
809,2207108,Olho D'Água do Piauí,22,PI,452.60399999999987,510.5150943396227,480.5075471698114,488.654,450.9433962264151
810,2207207,Padre Marcos,22,PI,467.4441176470588,531.9109589041096,495.3767123287672,511.40441176470597,474.52054794520546
811,2207306,Paes Landim,22,PI,454.50249999999994,516.4681818181818,468.87272727272733,478.5074999999999,398.1818181818182
812,2207355,Pajeú do Piauí,22,PI,462.8901234567902,531.8378048780488,495.34999999999985,509.2,501.4634146341463
813,2207405,Palmeira do Piauí,22,PI,454.3859154929578,521.092,487.2213333333334,499.4394366197184,445.8666666666667
814,2207504,Palmeirais,22,PI,442.49838709677425,532.08125,480.63203125000007,473.5395161290323,414.53125
815,2207553,Paquetá,22,PI,459.835,518.8841269841269,480.25555555555553,488.17833333333334,413.968253968254
816,2207603,Parnaguá,22,PI,441.0289855072463,498.75972222222236,455.5368055555556,474.0231884057971,414.5833333333333
817,2207702,Parnaíba,22,PI,480.7359453151055,553.1216410748565,512.3165387076126,515.1870123374446,505.8221369161868
818,2207751,Passagem Franca do Piauí,22,PI,445.58888888888896,507.06874999999997,465.87291666666675,485.3955555555554,391.6666666666667
819,2207777,Patos do Piauí,22,PI,459.50909090909096,525.7703703703705,479.1135802469134,486.98831168831157,423.2098765432099
820,2207793,Pau D'Arco do Piauí,22,PI,460.1816666666665,511.2951612903227,477.3112903225807,491.1233333333333,454.19354838709677
821,2207801,Paulistana,22,PI,471.2459869848159,540.5351239669425,496.21033057851247,508.45878524945806,524.00826446281
822,2207850,Pavussu,22,PI,432.8675,494.26428571428585,452.6500000000001,456.1575000000001,374.2857142857143
823,2207900,Pedro II,22,PI,474.3947483588624,547.6938753959868,502.5629355860612,505.4551422319476,497.2756071805702
824,2207934,Pedro Laurentino,22,PI,435.8825,505.39000000000004,454.55999999999995,455.4725,382.0
825,2207959,Nova Santa Rita,22,PI,440.1431034482758,494.5218749999998,453.14375,468.598275862069,391.25
826,2208007,Picos,22,PI,479.2115027234865,552.626394052045,509.26471499380443,518.5941364947117,505.5638166047088
827,2208106,Pimenteiras,22,PI,462.9952380952379,528.1282352941176,488.68470588235306,499.69523809523787,441.29411764705884
828,2208205,Pio IX,22,PI,454.36698113207575,534.0244239631336,492.8299539170501,495.21037735849075,435.39170506912444
829,2208304,Piracuruca,22,PI,472.7981818181826,545.2719251336902,502.34184491978596,506.97958041958077,467.9946524064171
830,2208403,Piripiri,22,PI,474.0122807017543,545.1856311548793,504.3676365264113,506.070498614959,495.57743957027753
831,2208502,Porto,22,PI,456.7902777777777,521.7092715231787,468.9854304635764,476.96250000000003,416.55629139072846
832,2208551,Porto Alegre do Piauí,22,PI,441.48571428571427,488.207894736842,464.10789473684207,462.96857142857135,405.7894736842105
833,2208601,Prata do Piauí,22,PI,468.76666666666665,529.6104166666667,482.19374999999985,500.87083333333334,442.9166666666667
834,2208650,Queimada Nova,22,PI,452.4226890756302,518.4599999999999,480.62333333333316,483.24957983193286,458.3333333333333
835,2208700,Redenção do Gurguéia,22,PI,449.7511415525114,505.23288288288256,462.6833333333334,475.47762557077596,435.0450450450451
836,2208809,Regeneração,22,PI,454.6818666666666,523.6702842377263,482.4503875968988,478.42400000000055,466.8217054263566
837,2208858,Riacho Frio,22,PI,436.40329670329675,506.1064516129034,467.9473118279572,474.2648351648352,414.19354838709677
838,2208874,Ribeira do Piauí,22,PI,431.5551020408163,487.25600000000014,442.09199999999987,474.1224489795918,413.2
839,2208908,Ribeiro Gonçalves,22,PI,449.4039473684211,505.1461538461539,467.7205128205126,458.8052631578947,404.35897435897436
840,2209005,Rio Grande do Piauí,22,PI,446.2590909090912,512.2869565217393,470.3554347826088,482.3784090909092,416.7391304347826
841,2209104,Santa Cruz do Piauí,22,PI,459.2119148936169,513.6500000000002,477.92396694214875,493.53659574468065,450.41322314049586
842,2209153,Santa Cruz dos Milagres,22,PI,461.28888888888883,520.2299999999999,468.8050000000001,489.91296296296315,398.6666666666667
843,2209203,Santa Filomena,22,PI,453.25111111111136,522.3387096774194,480.47311827957,466.8066666666667,421.7204301075269
844,2209302,Santa Luz,22,PI,453.885576923077,513.9102803738318,482.517757009346,463.72403846153844,423.7383177570093
845,2209351,Santana do Piauí,22,PI,476.3070588235293,551.0418604651161,498.47790697674384,502.9317647058824,526.7441860465116
846,2209377,Santa Rosa do Piauí,22,PI,443.4967479674797,502.9991935483872,468.0991935483872,481.73089430894294,410.16129032258067
847,2209401,Santo Antônio de Lisboa,22,PI,471.33580246913584,541.7208333333332,495.91904761904743,515.5820987654321,489.8809523809524
848,2209450,Santo Antônio dos Milagres,22,PI,450.9056818181817,510.510989010989,466.8593406593406,466.02727272727293,413.1868131868132
849,2209500,Santo Inácio do Piauí,22,PI,455.23164556962,524.6341463414633,491.7999999999999,510.220253164557,499.2682926829268
850,2209559,São Braz do Piauí,22,PI,457.73544303797485,516.3853658536586,492.3073170731708,498.54303797468367,448.0487804878049
851,2209609,São Félix do Piauí,22,PI,451.5346153846153,515.1773584905659,477.9528301886793,490.45576923076925,501.8867924528302
852,2209658,São Francisco de Assis do Piauí,22,PI,447.2347826086957,496.08333333333326,463.85384615384623,481.2623188405795,428.46153846153845
853,2209708,São Francisco do Piauí,22,PI,462.38455284552845,523.8576,479.7879999999997,500.0829268292682,492.8
854,2209757,São Gonçalo do Gurguéia,22,PI,456.00930232558136,531.3477272727274,482.7295454545454,471.2883720930232,383.1818181818182
855,2209807,São Gonçalo do Piauí,22,PI,449.2538461538464,519.9335403726707,474.201242236025,480.0243589743589,427.45341614906835
856,2209856,São João da Canabrava,22,PI,463.2576086956522,541.1721649484538,487.5494845360823,500.61521739130427,476.08247422680415
857,2209872,São João da Fronteira,22,PI,458.2505376344088,536.4065217391304,491.9500000000001,491.8752688172042,464.5652173913044
858,2209906,São João da Serra,22,PI,459.9871794871795,520.1398305084743,486.17118644067796,487.0119658119657,483.3898305084746
859,2209955,São João da Varjota,22,PI,453.54731182795706,499.56421052631583,456.1873684210527,467.2096774193547,409.6842105263158
860,2209971,São João do Arraial,22,PI,456.3589743589743,522.029661016949,475.8483050847458,476.40427350427353,413.0508474576271
861,2210003,São João do Piauí,22,PI,461.66581395348834,526.1622516556287,494.4134657836639,494.6953488372092,444.0176600441501
862,2210052,São José do Divino,22,PI,466.8103773584906,550.1972727272725,494.1718181818181,507.7962264150943,478.54545454545456
863,2210102,São José do Peixe,22,PI,448.55744680851063,493.91041666666666,480.1604166666668,479.22340425531917,407.5
864,2210201,São José do Piauí,22,PI,453.0028985507245,523.0287769784172,483.9942446043163,489.7420289855072,451.0791366906475
865,2210300,São Julião,22,PI,472.56626506024105,540.2154761904765,512.0059523809524,509.2650602409639,514.2857142857143
866,2210359,São Lourenço do Piauí,22,PI,449.7065868263473,506.3416666666667,467.9535714285716,482.6161676646706,433.57142857142856
867,2210375,São Luis do Piauí,22,PI,465.9444444444445,531.9380952380951,498.59206349206346,493.8857142857143,470.1587301587302
868,2210383,São Miguel da Baixa Grande,22,PI,448.7608695652173,520.6511111111112,492.03777777777765,483.05,504.8888888888889
869,2210391,São Miguel do Fidalgo,22,PI,450.178846153846,517.4785714285713,465.28928571428577,465.4788461538461,453.92857142857144
870,2210409,São Miguel do Tapuio,22,PI,448.0715596330274,520.4634782608696,479.4900000000002,481.37798165137605,418.2608695652174
871,2210508,São Pedro do Piauí,22,PI,453.13282208588925,523.2158682634735,483.78353293413153,490.45030674846566,447.18562874251495
872,2210607,São Raimundo Nonato,22,PI,458.5355989804586,528.0662601626019,484.32219512195076,490.39107901444356,453.1056910569106
873,2210623,Sebastião Barros,22,PI,432.378125,503.2641791044777,448.51343283582077,467.1765625000001,414.92537313432837
874,2210631,Sebastião Leal,22,PI,454.7605263157895,509.73896103896124,465.1948051948052,472.9092105263156,423.6363636363636
875,2210656,Sigefredo Pacheco,22,PI,464.0341085271319,528.032089552239,485.77686567164176,484.53953488372105,406.2686567164179
876,2210706,Simões,22,PI,459.83859649122803,526.4854625550663,480.0035242290749,500.9894736842103,467.6651982378855
877,2210805,Simplício Mendes,22,PI,456.64240837696366,515.0198019801979,479.92227722772316,487.6047120418849,402.7722772277228
878,2210904,Socorro do Piauí,22,PI,445.43076923076933,505.30833333333345,450.62976190476184,468.1705128205128,404.04761904761904
879,2210938,Sussuapara,22,PI,464.74921465968606,541.8044999999997,494.1199999999998,508.2785340314137,501.3
880,2210953,Tamboril do Piauí,22,PI,451.02923076923094,511.7641791044776,477.23134328358196,491.4630769230771,455.2238805970149
881,2210979,Tanque do Piauí,22,PI,486.57704918032783,571.4622950819673,525.9754098360654,518.5557377049182,573.4426229508197
882,2211001,Teresina,22,PI,492.8779155162902,565.8322748389802,525.2586184141019,536.8829099944762,525.5590750712702
883,2211100,União,22,PI,458.7052631578947,527.6509375000009,483.30583333333266,482.70827067669217,467.6458333333333
884,2211209,Uruçuí,22,PI,455.4306870229008,518.911239193084,474.8012968299714,480.11282442748023,416.1671469740634
885,2211308,Valença do Piauí,22,PI,464.12024729520925,535.5821052631579,490.72571428571484,495.2936630602782,464.2406015037594
886,2211357,Várzea Branca,22,PI,451.03582089552253,515.9926470588236,460.2338235294119,477.9432835820895,438.8235294117647
887,2211407,Várzea Grande,22,PI,451.60909090909087,518.4134328358209,471.06268656716423,473.4636363636364,438.2089552238806
888,2211506,Vera Mendes,22,PI,450.3702127659575,517.2468085106384,465.3297872340426,491.6148936170213,477.02127659574467
889,2211605,Vila Nova do Piauí,22,PI,462.843661971831,544.1232876712329,506.0068493150685,517.9521126760565,474.7945205479452
890,2211704,Wall Ferraz,22,PI,453.98082191780827,524.476,468.54666666666657,493.9287671232876,460.53333333333336
891,2300101,Abaiara,23,CE,467.53083333333336,524.6185039370079,485.8992125984253,499.72708333333344,478.0314960629921
892,2300150,Acarape,23,CE,465.0873493975905,537.4430799220276,496.3220272904484,496.1347389558234,476.10136452241716
893,2300200,Acaraú,23,CE,470.73367441860466,543.154222222222,505.2731555555561,518.1607441860463,496.7111111111111
894,2300309,Acopiara,23,CE,468.13198420533035,539.7344827586198,502.8386015325676,510.08469891411636,476.2835249042146
895,2300408,Aiuaba,23,CE,454.0515624999999,533.7177570093457,483.98971962616855,505.4104166666671,427.38317757009344
896,2300507,Alcântaras,23,CE,472.5877005347595,546.0913705583756,505.66649746192894,518.6951871657757,471.97969543147207
897,2300606,Altaneira,23,CE,465.65142857142877,523.0890410958903,484.91826484018276,504.3419047619046,447.3972602739726
898,2300705,Alto Santo,23,CE,460.81153846153796,535.0537414965985,496.6897959183671,498.04405594405586,458.4353741496599
899,2300754,Amontada,23,CE,460.4140106951865,530.5575471698116,487.56781970649865,512.2952941176467,466.41509433962267
900,2300804,Antonina do Norte,23,CE,460.15130890052353,533.9196078431374,496.8828431372551,507.7816753926705,500.3921568627451
901,2300903,Apuiarés,23,CE,468.51356783919596,536.267804878049,500.8475609756102,509.1125628140706,452.4878048780488
902,2301000,Aquiraz,23,CE,479.67110036275653,555.4934584755409,513.3389078498303,525.3090689238209,509.419795221843
903,2301109,Aracati,23,CE,470.97296747967437,548.5281229980783,513.9529147982066,515.2781842818431,493.9782190903267
904,2301208,Aracoiaba,23,CE,454.0107104984089,530.6980846774194,491.1798387096777,496.4318133616116,442.47983870967744
905,2301257,Ararendá,23,CE,464.4370503597122,527.6703180212013,490.12084805653757,506.3384892086328,434.8409893992933
906,2301307,Araripe,23,CE,466.7818763326229,537.7844758064514,493.8868951612905,506.4618336886996,508.6290322580645
907,2301406,Aratuba,23,CE,462.19868766404227,536.6221662468513,496.8272040302266,500.9301837270341,460.352644836272
908,2301505,Arneiroz,23,CE,471.7744360902256,533.0969696969697,485.2166666666665,490.6157894736842,421.5151515151515
909,2301604,Assaré,23,CE,462.61980982567366,534.094180704441,492.71791730474706,506.408716323297,474.60949464012253
910,2301703,Aurora,23,CE,471.36432748538016,542.0604166666669,497.0729166666673,507.7959064327489,486.6111111111111
911,2301802,Baixio,23,CE,456.8973262032085,517.2829787234042,475.4292553191492,495.24545454545483,414.1489361702128
912,2301851,Banabuiú,23,CE,458.90142857142826,532.77876344086,490.90913978494626,499.8625714285716,440.16129032258067
913,2301901,Barbalha,23,CE,491.49670804101453,553.6041033434661,511.3513171225937,527.5434430652995,508.774062816616
914,2301950,Barreira,23,CE,471.38670634920624,545.1683809523814,501.4971428571431,510.8069444444442,464.6857142857143
915,2302008,Barro,23,CE,474.09431137724505,541.7861918604649,500.62020348837285,512.3405688622754,500.0581395348837
916,2302057,Barroquinha,23,CE,465.6127819548873,549.2144254278732,496.653300733496,505.0077694235589,483.4718826405868
917,2302107,Baturité,23,CE,461.9344381568305,536.9315175097267,497.6333852140078,500.35222312045335,464.591439688716
918,2302206,Beberibe,23,CE,469.67812263436787,543.6809594095944,506.0412546125463,510.62293716881146,472.84132841328415
919,2302305,Bela Cruz,23,CE,473.46260720411624,544.7055932203386,505.945084745763,528.6341337907377,497.08474576271186
920,2302404,Boa Viagem,23,CE,459.8574934268185,533.6552100840337,496.250336134454,500.83523225240924,447.5126050420168
921,2302503,Brejo Santo,23,CE,482.2712168486744,550.1611906556142,506.09058025621727,522.7445397815916,488.8168801808591
922,2302602,Camocim,23,CE,473.8225000000012,552.3001618122972,511.196170442287,518.7229545454542,467.5728155339806
923,2302701,Campos Sales,23,CE,470.6715189873415,545.6557750759879,509.8572948328261,515.4768987341771,516.1398176291793
924,2302800,Canindé,23,CE,469.38069948186444,546.6476720230727,509.6117840955908,519.928065630397,483.831891223733
925,2302909,Capistrano,23,CE,456.8923232323232,528.5092627599239,487.897920604915,498.7000000000001,436.710775047259
926,2303006,Caridade,23,CE,458.3123630672926,533.4914503816796,490.13038167938936,501.4286384976522,449.2824427480916
927,2303105,Cariré,23,CE,465.72853881278525,542.4620689655177,503.8008620689652,512.2970319634705,444.48275862068965
928,2303204,Caririaçu,23,CE,474.514078374456,545.5095172413794,496.9823448275861,509.21770682148025,496.8551724137931
929,2303303,Cariús,23,CE,463.98434343434354,530.9019464720194,493.8472019464721,504.32323232323256,428.71046228710463
930,2303402,Carnaubal,23,CE,473.233251231527,543.0776699029134,502.86626213592274,509.2684729064041,496.50485436893206
931,2303501,Cascavel,23,CE,471.6255069370328,546.0967575913534,506.7855378281006,514.6149946638222,492.47555326814205
932,2303600,Catarina,23,CE,454.71301369863,508.96190476190475,479.75034013605455,503.8095890410959,406.80272108843536
933,2303659,Catunda,23,CE,444.9134529147982,522.61221719457,484.32081447963805,495.20358744394645,399.3665158371041
934,2303709,Caucaia,23,CE,480.8814794460324,559.9692956298207,518.607095115681,526.1336447570868,495.3377892030848
935,2303808,Cedro,23,CE,463.05813008130036,530.6501295336785,490.9589378238343,495.98265582655796,423.44559585492226
936,2303907,Chaval,23,CE,463.95820433436523,539.3123893805306,501.63244837758083,501.31362229102126,466.7846607669617
937,2303931,Choró,23,CE,447.51473214285716,510.7454918032788,471.01311475409835,484.06160714285716,391.6393442622951
938,2303956,Chorozinho,23,CE,463.8002398081529,531.6394495412841,497.9068807339451,499.6683453237412,467.9816513761468
939,2304004,Coreaú,23,CE,467.21829710144937,539.2251712328762,496.84982876712377,514.5811594202902,446.1986301369863
940,2304103,Crateús,23,CE,475.1914809311549,551.6507048872176,507.8224624060148,515.6427439326411,513.1954887218045
941,2304202,Crato,23,CE,493.5257366855905,562.7880825057289,522.1329258976314,526.739767504731,529.4830659536542
942,2304236,Croatá,23,CE,465.97103064066806,530.0452054794516,492.1334246575346,496.90557103064026,466.90410958904107
943,2304251,Cruz,23,CE,470.56553911205066,545.4672690763053,511.6122489959838,540.825792811839,473.77510040160644
944,2304269,Deputado Irapuan Pinheiro,23,CE,467.88000000000017,546.6624203821656,499.2949044585989,510.889677419355,425.73248407643314
945,2304277,Ererê,23,CE,457.90114285714293,527.9854748603352,493.4491620111731,495.61257142857175,431.3966480446927
946,2304285,Eusébio,23,CE,500.4411314984713,570.511840228245,529.8969329529244,550.4367737003055,533.1669044222539
947,2304301,Farias Brito,23,CE,477.8872983870971,546.2333973128605,504.38905950095915,526.83125,481.38195777351245
948,2304350,Forquilha,23,CE,468.007572815534,545.5342007434938,505.2836431226762,516.7050485436891,470.0371747211896
949,2304400,Fortaleza,23,CE,501.62385763277297,577.760784313727,536.7278344226518,553.433433523564,543.4133831310302
950,2304459,Fortim,23,CE,460.93944444444446,530.7392670157071,499.8591623036648,508.52833333333353,451.72774869109946
