,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
57,1200203,Cruzeiro do Sul,12,AC,459.42309176081557,531.688422425031,496.23173402868355,491.05230090934236,471.3950456323338
58,1200252,Epitaciolândia,12,AC,469.6146341463416,540.8833333333336,509.6796296296294,497.569512195122,453.18518518518516
59,1200302,Feijó,12,AC,451.7280943025546,524.9810126582277,486.0857142857145,483.10825147347765,438.15551537070525
60,1200328,Jordão,12,AC,456.4697674418603,525.0229166666667,475.8187500000002,491.16976744186053,436.6666666666667
61,1200336,Mâncio Lima,12,AC,449.70091533180755,518.585010706638,479.38608137044946,483.5876430205952,465.3961456102784
62,1200344,Manoel Urbano,12,AC,455.0087912087911,521.5903225806454,495.2537634408602,498.06373626373636,462.1505376344086
63,1200351,Marechal Thaumaturgo,12,AC,431.88677248677277,508.2646464646466,467.7969696969695,464.31481481481495,391.8181818181818
64,1200385,Plácido de Castro,12,AC,447.46184615384647,520.1397101449278,481.5947826086959,486.7076923076924,441.6231884057971
65,1200393,Porto Walter,12,AC,450.48977272727296,508.2063829787235,476.1606382978724,485.44431818181835,448.51063829787233
66,1200401,Rio Branco,12,AC,473.7353055842212,546.4119762401642,509.63947129019937,503.663656690748,467.7412104671697
67,1200427,Rodrigues Alves,12,AC,452.46645161290303,517.5461077844309,483.9485029940118,481.80903225806475,456.52694610778445
68,1200435,Santa Rosa do Purus,12,AC,477.91142857142853,558.7864864864866,509.2675675675676,502.717142857143,401.0810810810811
69,1200450,Senador Guiomard,12,AC,460.4802884615387,535.0669603524226,496.1604992657859,490.8328525641025,431.6299559471366
70,1200500,Sena Madureira,12,AC,455.2901112484549,525.1831981460026,489.39710312862115,483.6123609394306,437.21900347624563
71,1200609,Tarauacá,12,AC,454.07937608318895,523.909791332263,482.44189406099537,479.820450606586,441.9582664526485
72,1200708,Xapuri,12,AC,469.4817647058823,536.0911458333335,505.9791666666667,497.4594117647061,465.2083333333333
73,1200807,Porto Acre,12,AC,451.74381270903,526.6534810126582,485.42056962025305,484.65551839464865,438.4177215189873
74,1300029,Alvarães,13,AM,449.76349206349187,519.3021276595745,473.51276595744673,473.95634920634905,410.92198581560285
75,1300060,Amaturá,13,AM,445.94285714285706,494.7022727272726,460.3287878787878,461.77983193277345,355.45454545454544
76,1300086,Anamã,13,AM,439.54722222222205,526.9747826086955,481.8443478260869,480.223148148148,403.1304347826087
77,1300102,Anori,13,AM,449.5739130434781,513.1853333333332,477.3173333333333,480.1152173913042,398.53333333333336
78,1300144,Apuí,13,AM,471.54217687074816,536.9950310559004,495.2695652173912,500.62653061224484,408.19875776397515
79,1300201,Atalaia do Norte,13,AM,445.5121212121212,500.94128440366967,457.7862385321102,461.82626262626275,372.11009174311926
80,1300300,Autazes,13,AM,452.2404545454549,512.3850806451617,469.01008064516145,479.004090909091,405.0
81,1300409,Barcelos,13,AM,465.31517857142825,539.8261904761908,493.9293650793651,487.3089285714282,456.5079365079365
82,1300508,Barreirinha,13,AM,452.5013888888889,513.2382417582419,468.7650549450551,475.14837962962935,430.94505494505495
83,1300607,Benjamin Constant,13,AM,430.1510534846032,485.26774193548385,439.30890937019973,455.60291734197705,319.32411674347156
84,1300631,Beruri,13,AM,443.81550387596883,487.90588235294103,465.7485294117649,474.1852713178294,422.94117647058823
85,1300680,Boa Vista do Ramos,13,AM,441.7715116279073,507.49139784946254,475.3698924731184,475.75116279069766,436.02150537634407
86,1300706,Boca do Acre,13,AM,454.2158898305083,517.8846938775512,489.348979591837,491.66186440677967,467.3061224489796
87,1300805,Borba,13,AM,438.0809027777779,503.21568627451,468.55686274509793,472.0246527777779,402.67973856209153
88,1300839,Caapiranga,13,AM,442.6140845070423,495.52500000000003,464.8842105263158,475.3084507042254,466.57894736842104
89,1300904,Canutama,13,AM,442.8784615384616,512.31,462.40500000000003,486.34461538461545,376.25
90,1301001,Carauari,13,AM,461.34338624338613,516.7802955665024,478.7546798029559,494.38148148148167,446.6009852216749
91,1301100,Careiro,13,AM,453.17577319587593,520.8435779816516,477.00596330275255,489.598969072165,414.0366972477064
92,1301159,Careiro da Várzea,13,AM,453.3375,504.541847826087,474.7684782608697,479.65714285714273,413.5869565217391
93,1301209,Coari,13,AM,451.3928216062545,505.6249494268376,468.72191503708734,481.63866382373726,421.3486176668914
94,1301308,Codajás,13,AM,454.7929032258064,509.90000000000003,467.1604938271605,484.00258064516134,412.962962962963
95,1301407,Eirunepé,13,AM,459.44812286689415,517.8561904761909,476.49396825396883,488.6737201365186,432.5079365079365
96,1301506,Envira,13,AM,456.8548148148148,514.7251798561153,472.0805755395683,476.23629629629613,452.80575539568343
97,1301605,Fonte Boa,13,AM,466.0736486486487,523.8046666666668,483.7506666666669,478.9810810810812,498.8
98,1301654,Guajará,13,AM,444.88357487922724,505.86830357142856,470.6669642857144,481.642995169082,463.2142857142857
99,1301704,Humaitá,13,AM,461.15679916318,527.1868932038836,487.1514563106794,488.5054393305438,416.4660194174757
100,1301803,Ipixuna,13,AM,446.65439999999984,509.3880597014925,476.31194029850747,489.01279999999986,462.3880597014925
101,1301852,Iranduba,13,AM,456.28798283261807,526.1315930388223,487.1546184738955,484.76852646638054,431.7269076305221
102,1301902,Itacoatiara,13,AM,460.33886771910755,534.3602718243588,491.2882383690536,491.9323897659231,455.6717198118139
103,1301951,Itamarati,13,AM,454.94531249999994,500.67083333333335,471.9277777777779,468.14687499999985,404.44444444444446
104,1302009,Itapiranga,13,AM,447.16637168141597,506.03166666666675,479.3525000000001,468.0053097345132,453.5
105,1302108,Japurá,13,AM,433.93538461538463,493.8230769230768,452.6353846153846,470.26461538461535,289.53846153846155
